destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000279,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000280,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,high,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000281,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,75,high,medium,medium,medium,access=easy; medical=high; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,
DST2-000282,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,75,high,medium,medium,medium,access=easy; medical=high; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,
DST2-000283,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,40,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,crowd_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000284,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,75,high,medium,medium,medium,access=easy; medical=high; cautions=monsoon,low,multi_leg,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,
DST2-000285,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,high,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000286,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,25,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,multi_leg,simple,medium,seasonal_closure,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,low,narrow,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=25 requires medical-access verification before treating as decision-grade
DST2-000287,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,high,access=moderate; medical=unknown; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,high,broad,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000288,v1.0,2026-05-18,heuristic_v1,weak,South India is outside Kolkata regular catchment,medium,weak,South India is outside Ranchi regular catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,multi_leg,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000289,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000290,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000291,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,high,broad,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000292,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000293,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000294,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,20,low,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000295,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,20,low,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000296,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000297,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000298,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000299,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000300,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,West Bengal (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000301,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,20,low,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000302,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000303,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000304,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,20,low,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000305,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000306,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000307,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,30,low_medium,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,low,narrow,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=30 requires medical-access verification before treating as decision-grade
DST2-000308,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Odisha (state-level) is within Ranchi primary catchment,high,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000309,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000310,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000311,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,20,low,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000312,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,75,high,medium,medium,low_medium,access=easy; medical=high; cautions=crowd,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,crowd_check,enriched_unverified,needs_verification,low,
DST2-000313,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000314,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=unknown; cautions=none,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk) | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000315,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000316,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000317,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,45,low_medium,medium,medium,low_medium,access=moderate; medical=unknown; cautions=crowd,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,crowd_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
DST2-000318,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,Jharkhand (state-level) is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000319,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,80,high,medium,medium,medium,access=easy; medical=high; cautions=none,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,,enriched_unverified,needs_verification,low,
DST2-000320,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,75,high,medium,medium,low_medium,access=easy; medical=high; cautions=crowd,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,medium,broad,easy,crowd_check,enriched_unverified,needs_verification,low,
DST2-000321,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,50,medium,medium,medium,medium,access=moderate; medical=medium; cautions=none,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=50 at low_medium/medium boundary; all four suitability bands identical (heuristic flattening risk)
DST2-000322,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,30,low_medium,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,low,narrow,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=30 requires medical-access verification before treating as decision-grade
DST2-000323,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,30,low_medium,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,low,narrow,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=30 requires medical-access verification before treating as decision-grade
DST2-000324,v1.0,2026-05-18,heuristic_v1,strong,East India is within Kolkata primary catchment,high,strong,East India is within Ranchi primary catchment,high,20,low,medium,medium,medium,access=moderate; medical=low; cautions=infant_food_access,medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,none,none,none,no major weather caution,unknown,moderate,moderate,infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000325,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,15,low,low_medium,low_medium,medium,"access=hard; medical=unknown; cautions=ferry_schedule,long_road_transfer,monsoon",very_high,long_road_transfer;high_road_difficulty;ferry_dependent,multi_leg,high,ferry_schedule;seasonal_closure;weather_critical,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,hard,ferry_schedule_check;long_road_transfer_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000326,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,15,low,low_medium,low_medium,medium,"access=hard; medical=unknown; cautions=ferry_schedule,long_road_transfer,monsoon",very_high,long_road_transfer;high_road_difficulty;ferry_dependent,multi_leg,high,ferry_schedule;seasonal_closure;weather_critical,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,hard,ferry_schedule_check;long_road_transfer_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000327,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000328,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,75,high,medium,medium,medium,access=easy; medical=high; cautions=monsoon,low,,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,
DST2-000329,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,75,high,medium,medium,medium,access=easy; medical=high; cautions=monsoon,low,,simple,medium,seasonal_closure,,high,major-city tier; tertiary care assumed available,high,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,broad,easy,monsoon_check,enriched_unverified,needs_verification,low,
DST2-000330,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=monsoon,medium,,simple,medium,seasonal_closure,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,medium,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: infant_score=45 requires medical-access verification before treating as decision-grade
DST2-000331,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,15,low,medium,medium,medium,"access=moderate; medical=low; cautions=infant_food_access,monsoon",medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,infant_food_access_check;monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=15 requires medical-access verification before treating as decision-grade
DST2-000332,v1.0,2026-05-18,heuristic_v1,strong,North East India is within Kolkata primary catchment,high,moderate,North East India is within Ranchi secondary catchment,medium,45,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=monsoon,medium,,simple,medium,seasonal_closure,,unknown,heuristic insufficient; manual review required,unknown,Oct-Apr (verify_current_year),check,none,none,none,monsoon:check,unknown,moderate,moderate,monsoon_check,enriched_unverified,needs_verification,low,queued_for_batch_S: infant_score=45 at low_medium/medium boundary | queued_for_batch_M: heuristic insufficient; manual review required
