destination_master_id,source_layer,source_id,source_file,canonical_name,alias_names,country,macro_region,state_or_area,district_or_area,destination_scale,location_type,vibe_1,vibe_2,vibe_3,trip_style_tags,context_tags,caution_tags,budget_band,family_suitability,access_complexity,best_season_hint,verification_status,promotion_status,planner_use_status,source_confidence,source_notes,normalisation_notes,master_notes
DST2-000267,normalized_candidate,CAND-0133,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Gandikota,,India,South India,Andhra Pradesh,Kadapa,region,canyon_region,landscape,history,adventure,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000268,normalized_candidate,CAND-0134,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Horsley Hills,,India,South India,Andhra Pradesh,Annamayya,town,hill_station,hills,family,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000269,normalized_candidate,CAND-0135,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Yelagiri,,India,South India,Tamil Nadu,Tirupattur,town,hill_station,hills,family,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000270,normalized_candidate,CAND-0136,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Yercaud,,India,South India,Tamil Nadu,Salem,town,hill_station,hills,family,coffee,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000271,normalized_candidate,CAND-0137,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Coonoor,,India,South India,Tamil Nadu,Nilgiris,town,hill_town,tea,hills,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000272,normalized_candidate,CAND-0138,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Valparai,,India,South India,Tamil Nadu,Coimbatore,region,tea_region,tea,hills,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000273,normalized_candidate,CAND-0139,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Thanjavur,,India,South India,Tamil Nadu,Thanjavur,city,heritage_city,temples,heritage,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000274,normalized_candidate,CAND-0140,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chettinad,,India,South India,Tamil Nadu,Sivaganga,region,heritage_region,heritage,food,architecture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000275,normalized_candidate,CAND-0141,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kanyakumari,,India,South India,Tamil Nadu,Kanyakumari,town,coastal_town,coast,spiritual,viewpoint,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000276,normalized_candidate,CAND-0142,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Trichy,,India,South India,Tamil Nadu,Tiruchirappalli,city,temple_city,temples,heritage,food,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000277,normalized_candidate,CAND-0143,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chidambaram,,India,South India,Tamil Nadu,Cuddalore,city,temple_city,spiritual,temples,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000278,normalized_candidate,CAND-0144,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Rameswaram-Dhanushkodi Circuit,,India,South India,Tamil Nadu,Ramanathapuram,town,pilgrim_coastal_town,spiritual,coast,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000279,normalized_candidate,CAND-0145,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Wayanad,,India,South India,Kerala,Wayanad,region,hill_region,hills,nature,resort,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000280,normalized_candidate,CAND-0146,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bekal,,India,South India,Kerala,Kasaragod,resort_zone,beach_resort,beach,forts,resort,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:fort->forts,initial normalized candidate promotion
DST2-000281,normalized_candidate,CAND-0147,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kozhikode,,India,South India,Kerala,Kozhikode,city,coastal_city,food,coast,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000282,normalized_candidate,CAND-0148,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Thrissur,,India,South India,Kerala,Thrissur,city,culture_city,culture,spiritual,food,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000283,normalized_candidate,CAND-0149,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Guruvayur,,India,South India,Kerala,Thrissur,town,pilgrim_town,spiritual,pilgrimage,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000284,normalized_candidate,CAND-0150,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kollam,,India,South India,Kerala,Kollam,city,coastal_city,backwaters,coast,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000285,normalized_candidate,CAND-0151,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Poovar,,India,South India,Kerala,Thiruvananthapuram,resort_zone,backwater_resort,backwaters,beach,resort,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000286,normalized_candidate,CAND-0152,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Athirappilly,,India,South India,Kerala,Thrissur,site,waterfall_site,waterfalls,nature,forest,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000287,normalized_candidate,CAND-0153,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Marari,,India,South India,Kerala,Alappuzha,resort_zone,beach_resort,beach,resort,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000288,normalized_candidate,CAND-0154,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Fort Kochi,,India,South India,Kerala,Ernakulam,town,heritage_town,heritage,food,coast,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000289,normalized_candidate,CAND-0155,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Shantiniketan,,India,East India,West Bengal,Birbhum,town,culture_town,culture,art,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000290,normalized_candidate,CAND-0156,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Digha,,India,East India,West Bengal,Purba Medinipur,town,beach_town,beach,family,budget,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000291,normalized_candidate,CAND-0157,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mandarmani,,India,East India,West Bengal,Purba Medinipur,town,beach_town,beach,resort,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000292,normalized_candidate,CAND-0158,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tajpur,,India,East India,West Bengal,Purba Medinipur,town,beach_town,beach,slow_travel,budget,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000293,normalized_candidate,CAND-0159,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dooars,,India,East India,West Bengal,Jalpaiguri/Alipurduar,region,forest_region,forest,wildlife,tea,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000294,normalized_candidate,CAND-0160,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Jaldapara,,India,East India,West Bengal,Alipurduar,park,wildlife_reserve,wildlife,forest,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000295,normalized_candidate,CAND-0161,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Gorumara,,India,East India,West Bengal,Jalpaiguri,park,wildlife_reserve,wildlife,forest,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000296,normalized_candidate,CAND-0162,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mirik,,India,East India,West Bengal,Darjeeling,town,lake_hill_station,lakes,hills,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000297,normalized_candidate,CAND-0163,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Lava,,India,East India,West Bengal,Kalimpong,town,hill_town,hills,forest,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000298,normalized_candidate,CAND-0164,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Lolegaon,,India,East India,West Bengal,Kalimpong,town,hill_town,hills,forest,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000299,normalized_candidate,CAND-0165,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bishnupur,,India,East India,West Bengal,Bankura,town,heritage_town,temples,heritage,craft,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000300,normalized_candidate,CAND-0166,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mukutmanipur,,India,East India,West Bengal,Bankura,region,lake_region,lakes,nature,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000301,normalized_candidate,CAND-0167,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Simlipal,,India,East India,Odisha,Mayurbhanj,park,national_park,wildlife,forest,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000302,normalized_candidate,CAND-0168,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Chilika Lake,,India,East India,Odisha,Puri/Khordha/Ganjam,region,lake_region,lakes,birding,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000303,normalized_candidate,CAND-0169,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Gopalpur,,India,East India,Odisha,Ganjam,town,beach_town,beach,slow_travel,coast,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000304,normalized_candidate,CAND-0170,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Satkosia,,India,East India,Odisha,Angul,park,wildlife_reserve,river,wildlife,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000305,normalized_candidate,CAND-0171,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Daringbadi,,India,East India,Odisha,Kandhamal,region,hill_region,hills,nature,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000306,normalized_candidate,CAND-0172,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Cuttack,,India,East India,Odisha,Cuttack,city,heritage_city,history,food,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000307,normalized_candidate,CAND-0173,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Raghurajpur,,India,East India,Odisha,Puri,village,craft_village,craft,culture,heritage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000308,normalized_candidate,CAND-0174,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bhitarkanika,,India,East India,Odisha,Kendrapara,region,mangrove_wildlife_region,wildlife,mangrove,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000309,normalized_candidate,CAND-0175,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ranchi,,India,East India,Jharkhand,Ranchi,city,city_gateway,waterfalls,urban,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000310,normalized_candidate,CAND-0176,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Netarhat,,India,East India,Jharkhand,Latehar,region,hill_region,hills,slow_travel,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000311,normalized_candidate,CAND-0177,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Betla,,India,East India,Jharkhand,Latehar,park,national_park,wildlife,forest,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000312,normalized_candidate,CAND-0178,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Deoghar,,India,East India,Jharkhand,Deoghar,city,pilgrim_city,spiritual,pilgrimage,family,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000313,normalized_candidate,CAND-0179,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Hazaribagh,,India,East India,Jharkhand,Hazaribagh,city,city,hills,nature,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000314,normalized_candidate,CAND-0180,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Patratu Valley,,India,East India,Jharkhand,Ramgarh,unknown,valley,hills,nature,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000315,normalized_candidate,CAND-0181,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Jamshedpur,,India,East India,Jharkhand,East Singhbhum,city,city,urban,food,,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:parks->review_gardens_family_or_urban_tag,initial normalized candidate promotion
DST2-000316,normalized_candidate,CAND-0182,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ghatshila,,India,East India,Jharkhand,East Singhbhum,town,river_town,river,hills,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000317,normalized_candidate,CAND-0183,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Parasnath,,India,East India,Jharkhand,Giridih,region,pilgrim_region,spiritual,hills,pilgrimage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000318,normalized_candidate,CAND-0184,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,McCluskieganj,,India,East India,Jharkhand,Ranchi,town,heritage_town,heritage,slow_travel,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000319,normalized_candidate,CAND-0185,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Patna,,India,East India,Bihar,Patna,city,city,history,food,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000320,normalized_candidate,CAND-0186,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bodh Gaya,,India,East India,Bihar,Gaya,city,spiritual_city,buddhist,spiritual,heritage,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000321,normalized_candidate,CAND-0187,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Rajgir,,India,East India,Bihar,Nalanda,town,heritage_town,buddhist,spiritual,hills,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000322,normalized_candidate,CAND-0188,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Nalanda,,India,East India,Bihar,Nalanda,site,heritage_site,buddhist,heritage,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000323,normalized_candidate,CAND-0189,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Vaishali,,India,East India,Bihar,Vaishali,site,heritage_site,buddhist,history,spiritual,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000324,normalized_candidate,CAND-0190,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Valmiki Tiger Reserve,,India,East India,Bihar,West Champaran,park,tiger_reserve,wildlife,forest,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000325,normalized_candidate,CAND-0191,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Kaziranga Add-on Majuli,,India,North East India,Assam,Majuli,island,river_island,culture,river,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000326,normalized_candidate,CAND-0192,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Majuli,,India,North East India,Assam,Majuli,island,river_island,culture,river,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000327,normalized_candidate,CAND-0193,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Sivasagar,,India,North East India,Assam,Sivasagar,town,heritage_town,heritage,culture,history,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000328,normalized_candidate,CAND-0194,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Tezpur,,India,North East India,Assam,Sonitpur,city,city,river,culture,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000329,normalized_candidate,CAND-0195,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dibrugarh,,India,North East India,Assam,Dibrugarh,city,city_gateway,tea,river,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000330,normalized_candidate,CAND-0196,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Haflong,,India,North East India,Assam,Dima Hasao,town,hill_station,hills,slow_travel,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000331,normalized_candidate,CAND-0197,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Manas,,India,North East India,Assam,Baksa,park,national_park,wildlife,nature,safari,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000332,normalized_candidate,CAND-0198,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Umiam Lake,,India,North East India,Meghalaya,Ri Bhoi,region,lake_region,lakes,hills,,weekend_getaway,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:weekend->trip_style:weekend_getaway,initial normalized candidate promotion
DST2-000333,normalized_candidate,CAND-0199,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dawki,,India,North East India,Meghalaya,West Jaintia Hills,town,river_town,river,nature,,,border_context,border_area_check,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:border->context,initial normalized candidate promotion
DST2-000334,normalized_candidate,CAND-0200,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mawlynnong,,India,North East India,Meghalaya,East Khasi Hills,village,craft_village,culture,nature,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,type:village->craft_village,initial normalized candidate promotion
DST2-000335,normalized_candidate,CAND-0201,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mawsynram,,India,North East India,Meghalaya,East Khasi Hills,region,rainforest_region,rain,nature,caves,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000336,normalized_candidate,CAND-0202,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Laitlum,,India,North East India,Meghalaya,East Khasi Hills,unknown,valley,hills,nature,viewpoint,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000337,normalized_candidate,CAND-0203,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Jowai,,India,North East India,Meghalaya,West Jaintia Hills,town,hill_town,culture,hills,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000338,normalized_candidate,CAND-0204,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mawphlang,,India,North East India,Meghalaya,East Khasi Hills,region,forest_region,forest,culture,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000339,normalized_candidate,CAND-0205,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Bomdila,,India,North East India,Arunachal Pradesh,West Kameng,town,mountain_town,mountains,monastery,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000340,normalized_candidate,CAND-0206,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dirang,,India,North East India,Arunachal Pradesh,West Kameng,town,mountain_town,mountains,culture,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000341,normalized_candidate,CAND-0207,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mechuka,,India,North East India,Arunachal Pradesh,Shi Yomi,unknown,valley,mountains,culture,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000342,normalized_candidate,CAND-0208,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Pasighat,,India,North East India,Arunachal Pradesh,East Siang,city,city_gateway,river,culture,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000343,normalized_candidate,CAND-0209,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Itanagar,,India,North East India,Arunachal Pradesh,Papum Pare,city,city_gateway,culture,hills,,,gateway_context,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:gateway->context,initial normalized candidate promotion
DST2-000344,normalized_candidate,CAND-0210,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Loktak Lake,,India,North East India,Manipur,Bishnupur,region,lake_region,lakes,nature,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000345,normalized_candidate,CAND-0211,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Ukhrul,,India,North East India,Manipur,Ukhrul,town,hill_town,hills,culture,nature,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000346,normalized_candidate,CAND-0212,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Mokokchung,,India,North East India,Nagaland,Mokokchung,town,hill_town,culture,hills,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000347,normalized_candidate,CAND-0213,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Dzukou Valley,,India,North East India,Nagaland/Manipur,Kohima/Senapati,unknown,valley,trekking,nature,flowers,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000348,normalized_candidate,CAND-0214,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Phek,,India,North East India,Nagaland,Phek,region,hill_region,culture,nature,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000349,normalized_candidate,CAND-0215,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Champhai,,India,North East India,Mizoram,Champhai,town,hill_town,hills,culture,,,border_context,border_area_check,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,vibe:border->context,initial normalized candidate promotion
DST2-000350,normalized_candidate,CAND-0216,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Lunglei,,India,North East India,Mizoram,Lunglei,town,hill_town,hills,culture,slow_travel,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000351,normalized_candidate,CAND-0217,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Reiek,,India,North East India,Mizoram,Mamit,region,mountain_region,hills,nature,culture,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
DST2-000352,normalized_candidate,CAND-0218,datasets/reference/destination_expansion_backlog_india_v1_normalized.csv,Unakoti,,India,North East India,Tripura,Unakoti,site,heritage_site,heritage,spiritual,rock_carving,,,,,,,,candidate,dedupe_pending,needs_verification,none,normalized candidate promoted into master v2; not source verified,,initial normalized candidate promotion
